"FRAS_ref","Description","Type","Controller","OTU_OMU","BUS_GATE","Easting","Northing","Type_Of_Control","SCOOT_REGION","SCOOT_STATUS","SCOOT_COMMISSION_DATE","SCOOT_ANTICIP_DATE","SCOOT_PROGRESS","Authority","HWAYS_AGENCY_AREA","HA_AGENCY_MAINTAINED","Longitude","Latitude","Final_Longitude","Final_Latitude","_COL7","NIS_node","_Object","COMMENTS","Crossing_Facility"
"1101","Oldham Rd /North of Naylor St","Double Puffin","ST700","Gemini UTMC","NO",385454,399309,"UTC_FT","","",,"","","Manchester","0","",-2.220699,53.490302,"","",1,0,"Point","","PEDESTRIAN"
"1102","Broadway/Moston Ln East","Signal","ST800","Unspecified","NO",389078,402729,"UTC_FT","","",,"","","Manchester","0","",-2.1662,53.521131,"","",1,0,"Point","",""
"1103","Rochdale Rd /North of Russet Rd","Pelican","ST750","Gemini UTMC","NO",385966,402257,"UTC_FT","","",,"","","Manchester","0","",-2.213115,53.516814,"","",1,0,"Point","","PEDESTRIAN"
"1104","Rochdale Rd /North of Beech Mount","Pelican","ST750","Gemini UTMC","NO",385802,401564,"SCOOT","CJ","COMPLETE",20150818,"","","Manchester","0","",-2.215557,53.510581,"","",1,1,"Point","","PEDESTRIAN"
"1107","Cheetham Hill Rd /South of Derby St","Pelican","ST750","Gemini UTMC","NO",384217,399731,"UTC_FT","C1","PLANNED",,"Developer led schemes on adjac","","Manchester","0","",-2.239364,53.49406,"","",1,0,"Point","","PEDESTRIAN"
"1108","Cheetham Hill Rd/Lord St","Signal","ST800","Gemini UTMC","NO",384128,399471,"SCOOT","C1","PLANNED",,"Developer led schemes on adjac","","Manchester","0","",-2.240698,53.491719,"","",1,0,"Point","",""
"1109","Cheetham Hill Rd /South of Shirley Rd","Puffin","ST700","Gemini UTMC","NO",384271,401114,"UTC_FT","C2","PLANNED",,"Developer schemes","SCOOT in place","Manchester","0","",-2.23862,53.506492,"","",1,0,"Point","","PEDESTRIAN"
"1110","Bury New Rd /South of Fairy Ln","Puffin","ST700","Gemini UTMC","NO",383286,400082,"SCOOT","RFY","COMPLETE",20130701,"","","Manchester","0","",-2.253415,53.497185,"","",1,1,"Point","","PEDESTRIAN"
"1111","Great Ducie St /South of Sherborne St","Puffin","ST700","Gemini UTMC","NO",383586,399524,"SCOOT","RFY","COMPLETE",20130701,"","","Manchester","0","",-2.248864,53.49218,"","",1,1,"Point","","PEDESTRIAN"
"1114","Plymouth Grove /North of Hyde Grove","Pelican","ST750","Gemini UTMC","NO",385303,396414,"UTC_FT","","",,"","","Manchester","0","",-2.222839,53.464277,"","",1,0,"Point","","PEDESTRIAN"
"1116","Wilmslow Rd /South of Sandhurst Rd","Toucan","ST700","Gemini UTMC","NO",384745,390649,"SCOOT","CD","COMPLETED",20110309,"","","Manchester","0","",-2.230963,53.412442,"","",1,1,"Point","","TOUCAN"
"1117","Rochdale Rd /North of Churnet St","Puffin","ST750","Gemini UTMC","NO",385502,400274,"UTC_FT","","",,"","","Manchester","0","",-2.220021,53.498978,"","",1,0,"Point","","PEDESTRIAN"
"1118","Rochdale Rd /South of Eggington St","Puffin","ST750","Gemini UTMC","NO",385442,400097,"UTC_FT","","",,"","","Manchester","0","",-2.220917,53.497385,"","",1,0,"Point","","PEDESTRIAN"
"1119","Rochdale Rd /South of Collyhurst St","Puffin","ST750","Unspecified","NO",385362,399967,"UTC_FT","","",,"","","Manchester","0","",-2.222117,53.496214,"","",1,0,"Point","","PEDESTRIAN"
"1120","Rochdale Rd /North of Osborne St","Pelican","ST700","Gemini UTMC","NO",385180,399682,"UTC_FT","","",,"","","Manchester","0","",-2.224847,53.493647,"","",1,0,"Point","","PEDESTRIAN"
"1121","Rochdale Rd/Livesey St/Bromley St","Signal","ST800","Gemini UTMC","NO",384977,399375,"SCOOT","CJ","COMPLETE",20150818,"","","Manchester","0","",-2.227891,53.490882,"","",1,1,"Point","",""
"1122","Quay St /West of Byrom St","Puffin","ST700","Gemini UTMC","NO",383356,398033,"UTC_FT","","",,"","","Manchester","0","",-2.252251,53.478771,"","",1,0,"Point","","PEDESTRIAN"
"1123","Middleton Rd /South of Heaton Park Access","Double Puffin","ST700","Gemini UTMC","NO",383835,403903,"SCOOT","CB","COMPLETED",20110728,"","","Manchester","0","",-2.245339,53.531547,"","",1,1,"Point","","PEDESTRIAN"
"1124","Oxford Rd /South of Bridgeford St","Puffin","ST700","Gemini UTMC","NO",384575,396640,"UTC_FT","","",,"","","Manchester","0","",-2.233816,53.466288,"","",0,0,"Point","","PEDESTRIAN"
"1125","Parrs Wood Rd /North of Southlea Rd","Pelican","ST750","Gemini UTMC","NO",385710,392363,"UTC_FT","","",,"","","Manchester","0","",-2.216519,53.427874,"","",1,0,"Point","","PEDESTRIAN"
"1126","Chester Rd/Mancunian Way Gyratory /Trafford Side","Signal","ST900","Gemini UTMC","NO",382950,397270,"UTC_FT","","",,"","","Manchester","0","",-2.258327,53.471901,"","",1,0,"Point","",""
"1130","New Market St/Parsons Walk /Market St","Signal","ST800","Gemini UTMC","NO",358089,405965,"SCOOT","JW","COMPLETED",20030101,"","","Wigan","0","",-2.634012,53.54865,"","",1,1,"Point","",""
"1131","River Way/Crompton St","Signal","ST900","Gemini UTMC","NO",358506,405791,"SCOOT","JW","COMPLETED",20030101,"","","Wigan","0","",-2.627695,53.54712,"","",1,1,"Point","",""
"1132","Chapel Ln/Queen St","Signal","ST900","","NO",358289,405156,"SCOOT","JV","COMPLETED",20030101,"","","Wigan","0","",-2.630885,53.541395,"","",1,1,"Point","",""
"1133","Chapel Ln/Caroline St","Signal","ST800","Gemini UTMC","NO",358242,405075,"SCOOT","JV","COMPLETED",20030101,"","","Wigan","0","",-2.631584,53.540663,"","",1,1,"Point","",""
"1135","Central Park Way/Greenough St/Tesco Access","Signal","ST800","Gemini UTMC","NO",358665,406010,"SCOOT","JW","COMPLETED",20030101,"","","Wigan","0","",-2.625325,53.549101,"","",1,1,"Point","",""
"1136","River Way/Central Park Way /Powell St","Signal","ST800","Gemini UTMC","NO",358538,405978,"SCOOT","JW","COMPLETED",20030101,"","","Wigan","0","",-2.627237,53.548803,"","",1,1,"Point","",""
"1137","Northway/Standishgate","Signal","ST900","Gemini UTMC","NO",358397,406023,"SCOOT","JW","COMPLETED",20030101,"","","Wigan","0","",-2.629371,53.549196,"","",1,1,"Point","",""
"1138","Mesnes St/New Market St /Northway","Signal","ST900","Gemini UTMC","NO",358210,406068,"SCOOT","JW","COMPLETED",,"","","Wigan","0","",-2.632199,53.549586,"","",1,1,"Point","",""
"1139","Millgate/Rodney St /Riverway","Signal","ST900","Gemini UTMC","NO",358475,405502,"SCOOT","JV","COMPLETED",20030101,"","","Wigan","0","",-2.628125,53.54452,"","",1,1,"Point","",""
"1140","Chapel Ln/Darlington St/King St","Signal","ST900","Gemini UTMC","NO",358419,405352,"SCOOT","JV","COMPLETED",20030101,"","","Wigan","0","",-2.62895,53.543167,"","",1,1,"Point","",""
"1141","Darlington St/Harrogate St","Signal","ST900 ELV","Gemini UTMC","NO",358508,405322,"SCOOT","JV","COMPLETED",20030101,"","","Wigan","0","",-2.627603,53.542905,"","",1,1,"Point","",""
"1143","New Market St/Frog Ln /Hallgate Bus Station","Signal","ST900","Gemini UTMC","NO",358001,405871,"SCOOT","JW","COMPLETED",20030101,"","","Wigan","0","",-2.635327,53.547798,"","",1,1,"Point","",""
"1144","Frog Ln/Dorning St","Signal","ST800","Gemini UTMC","NO",357872,405836,"SCOOT","JW","COMPLETED",20030101,"","","Wigan","0","",-2.637269,53.547473,"","",1,1,"Point","",""
"1146","Hulme Hall Ln/Drewett St/Vickers St","Signal","ST900","Gemini UTMC","NO",386256,399707,"SCOOT","CX","COMPLETED",20100901,"","","Manchester","0","",-2.208629,53.493902,"","",1,1,"Point","",""
"1147","Hulme Hall Ln/Lord North St","Signal","ST900","Gemini UTMC","NO",386411,399495,"SCOOT","CX","COMPLETED",20100801,"","","Manchester","0","",-2.206284,53.492,"","",1,1,"Point","",""
"1148","Alan Turing Way/Sportcity Way","Signal","ST900","Gemini UTMC","NO",386890,398965,"SCOOT","CX","COMPLETED",20110419,"","","Manchester","0","",-2.19904,53.487245,"","",0,1,"Point","",""
"1149","Alan Turing Way/Gibbon St/Stadium Service Access Rd","Signal","ST800","Gemini UTMC","NO",387005,398691,"SCOOT","CX","COMPLETED",20110419,"","","Manchester","0","",-2.197297,53.484789,"","",1,1,"Point","",""
"1150","Alan Turing Way/Wilson St/Greymare Ln","Signal","ST800","Gemini UTMC","NO",387241,397745,"SCOOT","CX","COMPLETED",20110622,"","","Manchester","0","",-2.193703,53.476292,"","",1,1,"Point","",""
"1151","Wallgate/Caroline St","Signal","ST800","Gemini UTMC","NO",357972,405355,"SCOOT","JX","COMPLETED",20030101,"","","Wigan","0","",-2.635695,53.543158,"","",1,1,"Point","",""
"1152","Wallgate/Queen St","Signal","ST800","Gemini UTMC","NO",358042,405384,"SCOOT","JX","COMPLETED",20030101,"","","Wigan","0","",-2.634643,53.543425,"","",1,1,"Point","",""
"1153","Wallgate /East of Miry Ln","Double Puffin","ST750 ELV","Gemini UTMC","NO",357844,405299,"SCOOT","JX","COMPLETED",20030101,"","","Wigan","0","",-2.637619,53.542645,"","",1,1,"Point","","PEDESTRIAN"
"1154","Cheetham Hill Rd/Crescent Rd","Signal","ST800","Gemini UTMC","NO",383839,401739,"UTC_FT","C2","PLANNED",,"Developer schemes","","Manchester","0","",-2.245165,53.512097,"","",1,0,"Point","",""
"1155","Middleton Rd/Victoria Ave","Signal","ST800","Gemini UTMC","NO",383892,404074,"SCOOT","CB","COMPLETED",20110728,"","","Manchester","0","",-2.244487,53.533086,"","",1,1,"Point","",""
"1157","Rochdale Rd / Lathbury Rd","Signal","ST950ELV in","Gemini UTMC","NO",385660,400977,"SCOOT","CJ","COMPLETE",20150818,"","","Manchester","0","",-2.217669,53.504842,"","",1,1,"Point","",""
"1158","Middleton Rd/Heaton Park Rd West","Signal","ST900 ELV","Gemini UTMC","NO",384064,404497,"SCOOT","CB","COMPLETED",20110728,"","","Manchester","0","",-2.241914,53.536893,"","",1,1,"Point","",""
"1159","Scholes/Greenough St","Signal","ST800","Gemini UTMC","NO",358926,405833,"SCOOT","JY","COMPLETED",20030101,"","","Wigan","0","",-2.621362,53.54753,"","",1,1,"Point","",""
"1160","Scholes /South of Morris St","Pelican","ST750","Gemini UTMC","NO",358811,405730,"SCOOT","JY","COMPLETED",20030101,"","","Wigan","0","",-2.623081,53.546596,"","",1,1,"Point","","PEDESTRIAN"
"1161","School Ln/Scholes/Warrington Ln","Signal","ST900","Gemini UTMC","NO",358653,405635,"SCOOT","JY","COMPLETED",20030101,"","","Wigan","0","",-2.625456,53.545729,"","",1,1,"Point","",""
"1162","Warrington Ln/Darlington St","Signal","ST800","Gemini UTMC","NO",358715,405314,"SCOOT","JU","COMPLETED",20030101,"","","Wigan","0","",-2.624478,53.542849,"","",1,1,"Point","",""
"1163","Scholes/Platt Ln","Signal","ST900","Gemini UTMC","NO",359047,406038,"SCOOT","JY","COMPLETED",20030101,"","","Wigan","0","",-2.619563,53.549382,"","",1,1,"Point","",""
"1165","Alan Turing Way /South of Score St","Double Toucan","ST750 ELV","Gemini UTMC","NO",387258,397930,"SCOOT","CX","COMPLETED",20110510,"","","Manchester","0","",-2.194141,53.479958,"","",1,1,"Point","","PEDESTRIAN"
"1167","Ashton Old Rd/Bessemer St/South St","Signal","ST900","Gemini UTMC","NO",388185,397417,"UTC_FT","","",,"","","Manchester","0","",-2.179468,53.473366,"","",1,0,"Point","",""
"1168","Ashton Old Rd/Westlake St/Widnes St","Signal","ST800","Gemini UTMC","NO",388351,397402,"UTC_FT","","",,"","","Manchester","0","",-2.176966,53.473235,"","",1,0,"Point","",""
"1171","Ashton Old Rd/Gable St/Stainforth St","Signal","ST800","Gemini UTMC","NO",386490,397573,"UTC_FT","","",,"","","Manchester","0","",-2.20501,53.474727,"","",1,0,"Point","",""
"1172","Atherleigh Way/Priestners Way /Asda Access","Signal","ST900","TC12","NO",365338,400748,"SCOOT","JA","COMPLETED",20030101,"","","Wigan","0","",-2.524032,53.502291,"","",1,1,"Point","",""
"1173","Atherleigh Way /West of Walmersley Rd","Puffin","ST750","Gemini UTMC","NO",365172,400369,"SCOOT","JA","COMPLETED",20030101,"","","Wigan","0","",-2.526492,53.498874,"","",1,1,"Point","","PEDESTRIAN"
"1177","Leigh Rd /South of Irvine St","Puffin","ST750","Gemini UTMC","NO",365695,400610,"SCOOT","JA","COMPLETED",20030101,"","","Wigan","0","",-2.518635,53.501074,"","",1,1,"Point","","PEDESTRIAN"
"1179","Leigh Rd/Lord St","Signal","ST900","Gemini UTMC","NO",365676,400231,"SCOOT","JL","COMPLETED",20030101,"","","Wigan","0","",-2.518879,53.497667,"","",1,1,"Point","",""
"1180","King St/Market St /Bradshaw Gate","Signal","ST900","Gemini UTMC","NO",365660,400103,"SCOOT","JL","COMPLETED",20030101,"","","Wigan","0","",-2.519107,53.496515,"","",1,1,"Point","",""
"1181","King St/Twist Ln /Spinning Jenny Way","Signal","ST800","Gemini UTMC","NO",365619,399938,"SCOOT","JL","COMPLETED",20030101,"","","Wigan","0","",-2.519706,53.495029,"","",1,1,"Point","",""
"1182","St Helens Rd /South of Diamond St","Puffin","ST750","Gemini UTMC","NO",365541,399715,"SCOOT","JL","COMPLETED",20030101,"","","Wigan","0","",-2.520862,53.493023,"","",1,1,"Point","","PEDESTRIAN"
"1183","Spinning Jenny Way /West of Cawdor St","Puffin","ST750","","NO",365756,399929,"SCOOT","JL","COMPLETED",20030101,"","","Wigan","0","",-2.517645,53.494958,"","",1,1,"Point","","PEDESTRIAN"
"1184","Spinning Jenny Way/Chapel St/Lord St","Signal","ST950 ELV i","Gemini UTMC","NO",366176,399968,"SCOOT","JL","COMPLETED",20151020,"","","Wigan","0","",-2.511314,53.495335,"","",1,1,"Point","",""
"1185","Chapel St /South of Mather Ln","Puffin","ST750","Gemini UTMC","NO",366345,399943,"SCOOT","JL","COMPLETED",20030101,"","","Wigan","0","",-2.508767,53.495125,"","",1,1,"Point","","PEDESTRIAN"
"1186","Ashton New Rd /East of Seymour Rd South/METROLINK","Puffin","ST900 ELV","Gemini UTMC","NO",388859,398302,"SCOOT","","",,"","","Manchester","0","",-2.169345,53.481335,"","",1,0,"Point","","PEDESTRIAN"
"1187","Ashton New Rd /East of Stokes St/METROLINK","Puffin","ST900 ELV","Gemini UTMC","NO",388683,398340,"UTC_FT","","",,"","","Manchester","0","",-2.171995,53.481674,"","",1,0,"Point","","PEDESTRIAN"
"1194","Greenheys Ln West/Old Birley St/Hulme High St","Signal","ST900","Gemini UTMC","NO",383615,396258,"SCOOT","CP","COMPLETED",20100125,"","","Manchester","0","",-2.248256,53.462825,"","",1,1,"Point","",""
"1198","Great Ancoats St/Laystall St","Signal","ST800","Gemini UTMC","NO",385049,398339,"SCOOT","IC","COMPLETED",20070301,"","","Manchester","0","",-2.226757,53.481572,"","",1,1,"Point","",""
"1200","Great Ancoats St /North of Redhill St","Double Pelican","ST700","Gemini UTMC","NO",384901,398469,"SCOOT","CI","COMPLETED",20071101,"","","Manchester","0","",-2.228993,53.482737,"","",1,1,"Point","","PEDESTRIAN"
"1201","Victoria St/Hunts Bank","Signal","ST800","Gemini UTMC","NO",383857,398937,"UTC_FT","FT","",,"","","Manchester","0","",-2.244749,53.486912,"","",1,0,"Point","",""
"1203","Hyde Rd /West of Bennett St","Puffin","ST700","Gemini UTMC","NO",386107,396821,"UTC_FT","SCOOT","",,"","","Manchester","0","",-2.210747,53.467957,"","",1,0,"Point","","PEDESTRIAN"
"1204","Hyde Rd /West of Debdale Ln","Puffin","ST700","Gemini UTMC","NO",389637,395689,"UTC_FT","","",,"","","Manchester","0","",-2.157535,53.457865,"","",1,0,"Point","","PEDESTRIAN"
"1211","Wilmslow Rd/Dene Rd","Signal","ST800","Gemini UTMC","NO",384679,390873,"SCOOT","CD","COMPLETED",20110309,"","","Manchester","0","",-2.231967,53.414454,"","",1,1,"Point","",""
"1212","Wilmslow Rd /North of Swinbourne Grove","Puffin","ST750","Gemini UTMC","NO",384997,393178,"UTC_FT","","",,"","","Manchester","0","",-2.227293,53.435182,"","",1,0,"Point","","PEDESTRIAN"
"3/140","Grey Mare Ln /North of Sledmere Cl","Pelican","ST700","Gemini GSM","NO",387017,398150,"RMS","","",,"","","Manchester","0","",-2.197094,53.479926,"","",1,0,"Point","","PEDESTRIAN"
"1216","Rochdale Rd /South of Kingsbridge Rd","Pelican","ST750","","NO",385663,401151,"SCOOT","CJ","COMPLETE",20150505,"","","Manchester","0","",-2.217634,53.506865,"","",1,1,"Point","","PEDESTRIAN"
"1217","Devonshire St North /South of Higher Ardwick","Puffin","ST700","Gemini UTMC","NO",385776,397182,"UTC_FT","","",,"","","Manchester","0","",-2.21575,53.471193,"","",1,0,"Point","","PEDESTRIAN"
"1218","Middleton Rd /North of Brooklands Rd","Pelican","ST750","Gemini UTMC","NO",383581,402910,"SCOOT","CB","COMPLETED",20110728,"","","Manchester","0","",-2.249118,53.522614,"","",1,1,"Point","","PEDESTRIAN"
"1219","Stockport Rd/Devonshire St South","Signal","ST800","Gemini UTMC","NO",385675,396687,"UTC_FT","","",,"","","Manchester","0","",-2.217248,53.466741,"","",1,0,"Point","",""
"1223","Whitworth St West/Gloucester St","Signal","ST800","Gemini UTMC","NO",383906,397492,"UTC_FT","","",,"","","Manchester","0","",-2.243936,53.473926,"","",1,0,"Point","",""
"1227","Stockport Rd /North of Winterford Ave","Puffin","ST750","Gemini UTMC","NO",385923,396464,"UTC_FT","","",,"","","Manchester","0","",-2.213503,53.464744,"","",1,0,"Point","","PEDESTRIAN"
"3/177","Burnage Ln /South of Milwain Rd","Pelican","ST750","TC12","NO",386809,393629,"UTC_FT","","",,"","","Manchester","0","",-2.200037,53.439285,"","",1,0,"Point","","PEDESTRIAN"
"1230","Waterloo Rd /North of Alderford Parade","Puffin","ST700","Gemini UTMC","NO",383910,400792,"UTC_FT","","",,"","","Manchester","0","",-2.244046,53.503587,"","",1,0,"Point","","PEDESTRIAN"
"3/160","Palatine Rd /South of Mersey Rd","Puffin","ST700","PSTN 3U","NO",383790,391231,"UTC_FT","","",,"","","Manchester","0","",-2.245361,53.417645,"","",1,0,"Point","","PEDESTRIAN"
"1232","Hyde Rd /West of Clowes St","Puffin","ST700","Gemini UTMC","NO",386466,396712,"UTC_FT","","",,"","","Manchester","0","",-2.205334,53.466987,"","",1,0,"Point","","PEDESTRIAN"
"1237","Ashton New Rd /South of Bank St/Ashton Canal Tram Crossing/METROLINK","Signal","ST900 ELV","Gemini UTMC","NO",387590,398503,"SCOOT","CX","COMPLETED",20110510,"","","Manchester","0","",-2.188475,53.483116,"","",1,1,"Point","",""
"1238","Ashton New Rd /West of North Rd","Puffin","ST700","TC12","NO",387725,398547,"UTC_FT","","",,"","","Manchester","0","",-2.186442,53.483512,"","",1,0,"Point","","PEDESTRIAN"
"1239","Brunswick St /South of Bramwell Dr","Pelican","ST750","Gemini UTMC","NO",385138,396945,"UTC_FT","","",,"","","Manchester","0","",-2.22535,53.469045,"","",1,0,"Point","","PEDESTRIAN"
"1240","Princess Rd/Nell Ln","Signal","ST800","Gemini UTMC","NO",383324,392459,"SCOOT","CP","COMPLETED",20100902,"","","Manchester","0","",-2.252437,53.428668,"","",1,1,"Point","",""
"1241","Upper Brook St/Grafton St","Signal","ST800","Gemini UTMC","NO",385087,396418,"UTC_FT","CU","ON-GOING",,"Major Scheme Bid 2008/09","Ducting being installed","Manchester","0","",-2.226093,53.464307,"","",1,0,"Point","",""
"1242","Princess Rd /South of Darley Ave","Double Puffin","ST700","Gemini UTMC","NO",382981,391874,"SCOOT","CP","COMPLETED",20100902,"","","Manchester","0","",-2.257568,53.423399,"","",1,1,"Point","","PEDESTRIAN"
"1243","Princess Rd /North of Merseybank Ave","Double Puffin","ST700","Gemini UTMC","NO",382835,391538,"SCOOT","CP","COMPLETED",20100902,"","","Manchester","0","",-2.259747,53.420374,"","",1,1,"Point","","PEDESTRIAN"
"1245","Wellington St/Garratt Way/Cross Ln","Signal","ST800","Gemini UTMC","NO",388726,396252,"UTC_FT","","",,"","","Manchester","0","",-2.171275,53.462906,"","",1,0,"Point","",""
"1246","Princess Rd/Barlow Moor Rd slip rd","Signal","ST800","Gemini UTMC","NO",383025,391979,"SCOOT","CP","COMPLETED",20100902,"","","Manchester","0","",-2.256907,53.424343,"","",0,1,"Point","",""
"1248","Princess Rd/Bus Station Exit","Signal","ST800","Unspecified","NO",383206,392129,"SCOOT","CP","COMPLETED",20100902,"","","Manchester","0","",-2.254196,53.425698,"","",1,1,"Point","",""
"1249","Hyde Rd/Whitwell Way/Knutsford Rd","Signal","ST800","Gemini UTMC","NO",388374,396128,"SCOOT","CH","COMPLETED",20100903,"","","Manchester","0","",-2.176572,53.461784,"","",1,1,"Point","",""
"1251","Hyde Rd /East of Parkdale Ave","Double Puffin","ST700","Unspecified","NO",388520,396078,"SCOOT","CH","COMPLETED",20100903,"","","Manchester","0","",-2.174371,53.461338,"","",1,1,"Point","","PEDESTRIAN"
"3/185","Wilmslow Rd N of Cotton Ln","Puffin","ST750ELV","Gemini 2 UTMC","No",384938,392609,"VA RMS","","",,"","","Manchester","0","",-2.228154,53.430066,"","",1,0,"Point","","PEDESTRIAN"
"1/001","Moss Bank Way/Captains Clough Rd","Signal","ST900","PSTN 3U","NO",369410,410886,"RMS","","",,"","","Bolton","0","",-2.463639,53.593666,"","",1,0,"Point","",""
"1/002","Salford Rd/Newbrook Rd/St Helen's Rd/Manchester Rd","Signal","ST800","Gemini MOVA PSTN","NO",369013,405796,"MOVA","","",,"","","Bolton","0","",-2.469131,53.547894,"","",1,0,"Point","",""
"1/003","Deane Rd /East of Balshaw Close","Puffin","ST700","PSTN 3U","NO",370279,408415,"RMS","","",,"","","Bolton","0","",-2.450274,53.571507,"","",1,0,"Point","","PEDESTRIAN"
"1/004","Chorley New Rd/Beaumont Rd","Signal","ST900","PSTN 3U","NO",367773,409308,"RMS","","",,"","","Bolton","0","",-2.488208,53.579384,"","",1,0,"Point","",""
